FID,plot_id,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,elevation,forest_edge,X,Y,random,PO_join_count_truncated
12070,12071,0.010706253,0.077192982,0.190283401,0.163202879,0.105533063,0.014754836,0.137112011,0.014394962,0.018443545,0.030679262,0.006747638,0.12325686,0.026450742,0.067116509,0.014125056,1.934786558,200.5048218,54.85080222,372802.0639,4756620.018,0.689171957,2
12071,12072,0.003416959,0.03057279,0.006384318,0.003237119,0.00026976,0.00053952,0.368402122,0.297725025,0.1251686,0.005754878,0.015016635,0.016725115,0,0.119773402,0.007013758,1.002115726,208.2020874,64.80232593,464508.116,4895760.235,0.876860276,0
12072,12073,0,0.036633663,0.018091809,0.005490549,0.000450045,0,0.041314131,0,0.005580558,0.001890189,0.000630063,0.007650765,0.768856886,0.111791179,0.001620162,1.712685943,257.054657,17.04170417,331692.4543,4743970.907,0.891213605,13
12073,12074,0.000359874,0.033198381,0.015294647,0.003868646,0.000269906,0.00062978,0.393432299,0.064327485,0.052091768,0.006387764,0.005847953,0.276473234,0.048672964,0.082681062,0.016464238,1.599456191,204.1049194,71.79487179,625784.2767,4778755.961,0.887361509,0
12074,12075,0.348709648,0.106015646,0.029583671,0.010430717,0.00080928,0.00080928,0.152144591,0.069148458,0.03120223,0.015196475,0.010160957,0.087042532,0.107724126,0.029134071,0.001888319,1.581761599,169.2054749,71.75613704,464508.116,4791405.072,0.730675298,0
12075,12076,0.002070207,0.220162016,0.070567057,0.023672367,0.003870387,0,0.220342034,0,0.038073807,0.008190819,0.002430243,0.250405041,0.131323132,0.025742574,0.003150315,2.738202333,207.4042358,65.73657366,303231.9554,4759782.295,0.97855087,3
12076,12077,0.028787334,0.138808924,0.108132422,0.11424973,0.035894207,0.002518892,0.45052177,0.004048219,0.029237136,0.011245052,0.012414538,0.021770421,0,0.04102195,0.001349406,2.466863394,142.3489075,105.4336092,616297.4438,4582694.746,0.858479279,0
12077,12078,0.024062725,0.093637347,0.090663302,0.063085797,0.020097332,0.032354001,0.234589041,0.001892574,0.021268926,0.009372747,0.06146359,0.078406633,0.05019827,0.192682048,0.026225667,3.708607912,228.1694946,80.20908435,205201.3479,4762944.573,0.809068068,1
12078,12079,0.00170894,0.040115129,0.006745818,0.001079331,0,0,0.312556215,0.203453859,0.066918511,0.020057564,0.007195539,0.004407267,0.016459795,0.307249505,0.012052527,1.334568739,157.73909,74.29393776,413911.6734,4800891.905,0.548608415,0
12079,12080,0,0.040752069,0.00422814,0.000719683,0,0,0.498020871,0.203940266,0.222112271,0.000179921,0,0.009625765,0,0.020331054,9.00E-05,1.072787523,395.4855957,41.41177882,590999.2225,4819865.571,0.297717006,0
12080,12081,0.000809425,0.038312798,0.026081482,0.008004317,8.99E-05,0.003597446,0.529544024,0.02868963,0.080043169,0.169169889,0.026261354,0.004137063,0,0.084809785,0.000449681,1.903462648,284.3362427,57.76898402,546727.3352,4607992.968,0.418315612,4
12081,12082,0,0.035611511,0.008723022,0.001798561,0,0.000629496,0.167715827,0.052517986,0.04397482,0.002607914,0.010881295,0.184892086,0.068884892,0.395503597,0.026258993,1.4704808,392.8919678,30.48561151,467670.3937,4747133.185,0.9264899,0
12082,12083,0.042899541,0.015199209,0.002518212,0.000359745,0,0,0.295440237,0.472794316,0.044698264,0.004047127,0.002248404,0,0,0.117996223,0.001798723,0.800219178,479.427124,51.53341128,578350.1118,4917896.178,0.559678129,0
12083,12084,0.001888319,0.039295027,0.008722237,0.002517759,0.0004496,0,0.325690136,0.059437101,0.113658844,0.003506879,0.004855678,0.234870965,0.065731499,0.127956119,0.011419836,1.349458575,440.1882935,46.3387585,486644.0597,4737646.352,0.880314785,0
12084,12085,0.009271762,0.128814475,0.193986858,0.079215051,0.013502565,0.013412548,0.089657035,0.007201368,0.021604105,0.007831488,0.008731659,0.243046179,0.062741921,0.10099919,0.019983797,2.139638424,65.81647491,34.68659045,616297.4438,4794567.35,0.254448167,2
12085,12086,0.009357567,0.008187871,0.024473637,0.008277848,0.001079719,0.001529602,0.206946194,0.5700018,0.120208746,0.0042289,0.00053986,0.002699298,0,0.040219543,0.002249415,0.490063041,328.964386,47.3276948,600486.0554,4864137.458,0.921732264,1
12086,12087,0.007735204,0.252293578,0.232865623,0.057024645,0.007915093,0.011512862,0.211279007,0.04821011,0.043712898,0.024464832,0.015200576,0.038496132,0.000989387,0.044702285,0.003597769,3.521265507,169.9416199,93.78185525,417073.9511,4762944.573,0.83629974,17
12087,12088,0.105154268,0.017270846,0.016191419,0.012683278,0.00233876,0.000539714,0.382567239,0.312314473,0.113429882,0.010254565,0.008455519,0,0,0.01817037,0.000629666,0.469705403,637.0802612,30.70372702,546727.3352,4867299.736,0.961328852,1
12088,12089,0.002517986,0.092176259,0.045773381,0.013489209,0.001708633,0.000899281,0.328776978,0,0.010521583,0.006744604,0.000359712,0.356205036,0.02221223,0.10971223,0.008902878,2.102977276,161.0327454,87.70983213,540402.7798,4579532.469,0.643157275,0
12089,12090,0.002429587,0.071987762,0.028255197,0.00440925,9.00E-05,0.00152974,0.116620175,0.259965806,0.164851975,0.011068118,0.002789526,0.073067579,0,0.240169171,0.02276613,2.105070591,187.131958,105.9419899,590999.2225,4772431.406,0.440225679,6
12090,12091,0.000811176,0.205317711,0.3738621,0.181793601,0.085263632,0.000811176,0.03659306,0.000450653,0.016133393,0.007300586,0.000811176,0.044885083,0.000991438,0.043623254,0.00135196,5.104388237,194.0592957,26.64864053,198876.7926,4766106.851,0.240136681,2
12091,12092,0.016539326,0.021932584,0.017078652,0.003955056,0.001168539,0.00152809,0.095370787,0.143191011,0.013033708,0.005752809,0.014382022,0.143011236,0.335820225,0.176719101,0.010516854,0.867887318,67.8116684,65.79775281,616297.4438,4977979.454,0.379059854,0
12092,12093,0.001081568,0.284272195,0.13988283,0.036412799,0.004776927,0.000901307,0.152230735,0,0.049752141,0.009463722,0.004146012,0.189815232,0.028030644,0.093645786,0.005588103,4.240433693,200.9537201,74.3878624,202039.0703,4766106.851,0.9219416,2
12093,12094,0.001620016,0.034920349,0.001080011,9.00E-05,0,0,0.517235172,0.019080191,0.295292953,0.003780038,0.00198002,0.078840788,0.032580326,0.008460085,0.00504005,1.748139024,480.4989929,41.9704197,328530.1767,4680725.354,0.104383793,0
12094,12095,0.007552598,0,0,0,0,0,0.430048552,0.320985434,0.050080921,0.027872685,0.000899119,0,0,0.160942277,0.001618414,0.368418783,491.1038513,72.07936223,489806.3373,4870462.013,0.382326686,0
12095,12096,0.010523475,0.05990286,0.023745278,0.003687714,0.000809498,8.99E-05,0.29735564,0.044522396,0.173682317,0,8.99E-05,0.017808958,0.285303112,0.080320201,0.002158662,2.437113762,76.18598175,65.05966301,575187.8341,4639615.744,0.365426311,2
12096,12097,0.003512881,0.065303549,0.004593767,0.000900739,0,0,0.503783102,0.078724554,0.186542965,0.004863988,0.002612142,0.12691407,0.01936588,0.001080886,0.001801477,1.074043989,657.1871338,62.36113613,249473.2351,4661751.688,0.787412246,0
12097,12098,0.000269833,0.029771542,0.011332974,0.00170894,0.000179888,0,0.563860407,0.01466091,0.165137615,0.005576543,0.002788271,0.167026444,0.015740241,0.019607843,0.00233855,1.500263333,433.6763916,59.303232,464508.116,4690212.187,0.283927463,0
12098,12099,0.003418188,0.422326167,0.273275164,0.111630836,0.02167851,0.000269857,0.136997391,0.008995233,0.01277323,0.000629666,0.000809571,0.003688045,0,0.003508141,0,6.520241737,90.83087158,55.86039399,597323.7778,4541585.137,0.185748911,15
12099,12100,0.011152082,0.02122493,0.000359745,0.000359745,0,0,0.543843871,0.063494919,0.344995054,0.002698084,0.000539617,0.000179872,0,0.008543934,0.002608148,1.220686436,748.2518921,13.16065593,568863.2788,4674400.799,0.5939955,1
12100,12101,0.202895944,0,0,0,0,0,0.604280961,0.043079414,0.06043709,0.004137063,0.004586743,0,0,0.072668405,0.007914381,0.418645531,549.7491455,41.460563,530915.9469,4873624.291,0.776006517,0
12101,12102,0.031205036,0.049640288,0.037230216,0.021942446,0.005485612,0.002338129,0.39307554,0.07221223,0.095143885,0.004586331,0.005485612,0.231744604,0.032194245,0.014928058,0.00278777,1.261416197,244.7902069,74.55035971,499293.1703,4781918.239,0.339729222,0
12102,12103,0.00863387,0.065923195,0.102527206,0.065743322,0.016818059,0.039032287,0.180681716,0.003687382,0.008453998,0.078694127,0.092454357,0.174655994,0.09542225,0.058548431,0.008723806,4.412175179,130.093338,61.4863447,398100.2852,4769269.128,0.795010332,2
12103,12104,0.00270636,0.458096527,0.269192603,0.118448354,0.062246279,0,0.034370771,0.000631484,0.049436175,0.000721696,0.00090212,0.00135318,0,0.001262968,0.000631484,5.546390057,36.59721756,39.33243121,632106.0653,4525769.529,0.527225865,6
12104,12105,0.005035971,0.035431655,0.0125,0.002697842,0.001079137,0.000539568,0.094604317,0.019334532,0.159442446,0.014568345,0.005755396,0.465467626,0.066366906,0.088129496,0.029046763,1.594867349,338.5808105,47.84172662,540402.7798,4737646.352,0.135481662,0
12105,12106,0.010974184,0.068363767,0.038139786,0.008545471,0.000899523,0.00116938,0.278042637,0.110371503,0.174057749,0,0.009085185,0.094989655,0.06305658,0.139875866,0.002428713,2.215391636,78.61534882,98.76765314,609972.8884,4772431.406,0.280235464,0
12106,12107,0.006207827,0.031848853,0.040665767,0.016374269,0.005668016,0.005757985,0.217993702,0.297795771,0.24957265,0.03139901,0.002519118,0.066666667,0,0.024291498,0.003238866,0.874480724,284.2592773,61.2385665,600486.0554,4914733.901,0.957676144,1
12107,12108,0.001439237,0.014572277,0.000179905,0.000179905,0,0,0.532247909,0.263110551,0.160654853,0.008275614,0.000989476,0,0,0.016281371,0.002068903,0.813762367,629.2466431,23.71742976,590999.2225,4962168.066,0.266297747,1
12108,12109,0,0.040388594,0.01043447,0.001619142,0.000179905,0,0.586219304,0.023117748,0.017720608,0.010974184,0.010344517,0.189439597,0.069353243,0.038319691,0.001888999,1.524646521,417.333374,57.50951995,401262.5628,4740808.629,0.812084447,1
12109,12110,0.073471223,8.99E-05,0,0,0,0,0.683633094,0.095053957,0.073021583,0.00692446,0.002428058,0,0,0.061780576,0.003597122,0.1908824,628.0393066,39.38848921,508780.0032,4873624.291,0.294406622,0
12110,12111,0.017447612,0.045327817,0.01259106,0.003687382,0.000179872,0.000719489,0.425757712,0.029049375,0.201456966,0.002158467,0.002518212,0.208382049,0.042809605,0.007644572,0.000269808,1.305880547,405.6421204,67.12234314,426560.7841,4702861.298,0.549958976,0
12111,12112,0.016012954,0.038682979,0.011874775,0.00224901,9.00E-05,0.030676502,0.2543181,0.060093559,0.279327096,0.003958258,0.018441886,0.155901403,0.044890248,0.040392227,0.04309104,1.426081419,359.8446655,52.86673864,375964.3415,4680725.354,0.8058166,3
12112,12113,0.128834908,0.024201529,0.012505623,0.00422852,0.000359874,9.00E-05,0.051282051,0.000539811,0.0048583,9.00E-05,0.001079622,0.066756635,0.173549258,0.330994152,0.20062978,1.720494866,119.326683,23.24186535,353828.3979,4762944.573,0.547147336,2
12113,12114,0.000449721,0,0,0,0,0,0.896833963,0.047670444,0.037057025,0.002068717,0,0,0,0.015740241,0.000179888,0.646966279,592.8626099,9.23427475,549889.6129,4917896.178,0.144917198,0
12114,12115,0.000539568,0.126708633,0.047571942,0.026618705,0.016996403,0.000179856,0.386061151,0.026258993,0.040197842,0.018165468,0.018794964,0.177158273,0.030305755,0.077877698,0.006564748,2.750331879,174.5496674,71.22302158,470832.6713,4778755.961,0.345444545,0
12115,12116,0.000269833,0.035168196,0.008454758,0.00170894,8.99E-05,0,0.319212089,0.031660371,0.270642202,0.002788271,0,0.184745458,0.035707861,0.106134197,0.003417881,1.472366333,394.205719,44.07267494,470832.6713,4696536.742,0.983250089,1
12116,12117,0.002878474,0.0464154,0.001978951,0.000629666,0.000179905,9.00E-05,0.384726095,0.090581992,0.248268418,0.001619142,0.002248808,0.219393721,0,0.000629666,0.000359809,1.315702319,453.7488403,52.23231687,394938.0075,4680725.354,0.452656091,3
12117,12118,0.086419753,0.012345679,0.12345679,0.283950617,0.111111111,0.259259259,0.037037037,0.012345679,0.074074074,0,0,0,0,0,0,3.168479919,20.08797264,111.1111111,668137.8574,4536889.325,0.708426564,2
12118,12119,0.020507285,0.094801223,0.083378305,0.062331355,0.017719014,0.000269833,0.216405828,0.208760568,0.041464292,0.006116208,0.003867602,0.190411945,0.01996762,0.028332434,0.005666487,1.254895568,267.6874695,83.16843557,518266.8363,4772431.406,0.94514549,1
12119,12120,9.00E-05,0.090467189,0.133585381,0.068142947,0.010171933,0.014672788,0.083805923,0.000900171,0.019173643,0.020703934,0.03636691,0.273922045,0.247096948,0.000900171,0,2.131251335,22.49379539,39.93758814,692192.1076,4535260.581,0.836663377,0
12120,12121,0.02868963,0.023023653,0,0,0,8.99E-05,0.640884972,0.025182121,0.075006745,0.007644572,0.000449681,0,0,0.193272776,0.005755913,0.612129211,454.3024902,58.93815391,502455.4479,4898922.512,0.853973827,0
12121,12122,0.050359712,0.04676259,0.029496403,0.015107914,0.002158273,0,0.268615108,0.103327338,0.138399281,0.001169065,0.007104317,0.190557554,0.091097122,0.045953237,0.009892086,1.598191977,398.2322083,61.03117506,502455.4479,4709185.853,0.7106869,0
12122,12123,0.003063063,0.049459459,0.016666667,0.004414414,0.001531532,0.00045045,0.353333333,0.004504505,0.05990991,0.006846847,0.003423423,0.09981982,0.371801802,0.024144144,0.000630631,1.446759462,420.9979248,72.82282282,243148.6798,4731321.796,0.835074644,0
12123,12124,0.031663218,0.026086174,0.009175137,0.004047855,0.000539714,0.001259333,0.868669605,0.002608617,0.004587569,0.011244041,0.003238284,0.017540703,0,0.01933975,0,3.518059254,266.3118896,48.87409673,594161.5001,4595343.857,0.355678511,4
12124,12125,0.007609921,0.194475761,0.332722661,0.254086809,0.046786922,0,0.010851184,0.000986471,0.002395716,0,0.000704622,0,0,0.044391206,0.104988726,5.095709324,3.56743741,4.603532507,660549.7784,4510525.231,0.404757706,19
12125,12126,0.000359745,0.142638727,0.023023653,0.016818059,0.010882274,0,0.346973649,0.057739005,0.026980844,0.028150013,0.011601763,0.190664628,0.087687742,0.05063405,0.005845849,1.754698396,181.9472809,63.13517403,467670.3937,4788242.794,0.131693304,0
12126,12127,0.018471761,0.166777409,0.16372093,0.047574751,0.008770764,0.00730897,0.272026578,0.000930233,0.071495017,0.010631229,0.010232558,0.05089701,0.004385382,0.16013289,0.006644518,1.998517752,203.7323151,110.166113,176920.0307,4737181.68,0.317009192,0
12127,12128,0,0.016131939,0.000180245,9.01E-05,0,0,0.573990627,0.072999279,0.333723864,0.002343187,0,0.000540735,0,0,0,1.37089324,610.7124634,13.18793559,202039.0703,4671238.521,0.68043204,0
12128,12129,0.001531946,0.099306119,0.082274489,0.047219969,0.016941516,0.000180229,0.256826169,0.002973777,0.046859512,0.002342976,0.002342976,0.123096332,0.047670542,0.267459674,0.002973777,2.032909155,255.8856354,96.00192244,214688.1809,4756620.018,0.306091,1
12129,12130,9.00E-05,0.050823064,0.002788522,0.000269857,0.000269857,0,0.505262211,0.080237474,0.088872897,0.004317712,0.009984708,0.203562112,0.03481155,0.016281371,0.002428713,1.263393641,470.3499146,60.77778777,429723.0618,4718672.686,0.470522781,0
12130,12131,0.001712637,0.136830719,0.167658194,0.097440058,0.031007752,0.003244997,0.060933838,0.000901388,0.020371372,0.00378583,0.004867496,0.102848387,0.061925365,0.295655309,0.010816658,4.692407131,176.7898254,38.06862568,195714.5149,4772431.406,0.63251117,2
12131,12132,0.003957546,0.046141392,0.001349164,0.000899442,0.000539665,0.004587156,0.378485339,0.047670444,0.015380464,0.008814535,0.025094441,0.29672603,0.01762907,0.139593452,0.013131858,1.10826683,442.8683167,79.96042454,467670.3937,4810378.738,0.364410033,0
12132,12133,0.000539617,0.037863117,0.019426207,0.01331055,0.000899361,0.000269808,0.497256948,0.033006565,0.025002248,0.016188506,0.002698084,0.115747819,0.225110172,0.011961507,0.000719489,1.580285668,289.8044128,55.70045268,407587.1181,4743970.907,0.625711587,13
12133,12134,0.201996582,0.224120874,0.245525677,0.150553107,0.019336271,0.000269808,0.104235992,0.000809425,0.010702401,0.000269808,0.000899361,0.009083551,0,0.030578289,0.001618851,4.858887672,42.1392746,53.57196391,587836.9448,4554234.247,0.307290602,37
12134,12135,0,0.292244017,0.278927479,0.25688321,0.08484794,9.00E-05,0.036350549,0.003149181,0.044358467,9.00E-05,0.000809789,0.002249415,0,0,0,9.271443367,45.7309761,26.75304421,635271.1097,4516286.916,0.392582253,1
12135,12136,0.001978239,0.06366334,0.013937596,0.002607679,0.00026976,0,0.293858466,0.016994875,0.034259509,0.003416959,0.013487996,0.245841201,0.255552558,0.050804784,0.003327039,2.403160572,403.6539612,67.02035189,477157.2266,4759782.295,0.537817175,0
12136,12137,0.043826494,0,0,0,0,0,0.505309575,0.35700144,0.057055436,0.002069834,0.020338373,0.000989921,0,0.007739381,0.005669546,0.655019104,418.0609131,22.91816655,616297.4438,4838839.237,0.07223035,1
12137,12138,0.008904479,0.04461234,0.003417881,0.001169275,0.000179888,0.008634647,0.441896024,0.105054866,0.067368232,0.005126821,0.007465371,0.043443065,0.014481022,0.237452779,0.010793308,1.001555681,241.1486969,93.96174372,496130.8926,4927383.011,0.316722676,0
12138,12139,0,0.036787192,0.002608383,0.000539665,0,0,0.327486958,0.072495053,0.528692211,0.005396654,0.001978773,0.014301133,0,0.0093542,0.000359777,1.874557734,337.9562683,38.28626252,534078.2245,4595343.857,0.116257227,0
12139,12140,0.001619142,0.161194567,0.181883602,0.084465233,0.030223981,0,0.190069263,0.009894756,0.020329226,0.024287128,0.016191419,0.16713142,0.077538904,0.03328236,0.001888999,1.736186624,153.7931976,58.88878894,439209.8947,4769269.128,0.748739572,0
12140,12141,0.000180196,0.033786828,0.002432652,0.000450491,0,0.00153167,0.672042526,0.027930444,0.183530048,0.003603928,0.001261375,0.073249842,0,0,0,1.034980297,548.4120483,35.97921735,221012.7362,4658589.41,0.999720408,0
12141,12142,0.014839464,0.030128609,0.001259106,0.000449681,0,0.000539617,0.53826783,0.254159547,0.117096861,0.002428276,0.000539617,0.002158467,0,0.028779567,0.009353359,0.746656358,415.3874512,35.49479869,584674.6672,4800891.905,0.194579558,0
12142,12143,0.000269881,0.062972292,0.105073768,0.060093559,0.016462756,0.001439367,0.102464915,0.079974811,0.026178481,0,0.009985606,0.365149334,0.134670745,0.031396186,0.003868298,1.434870005,111.266243,51.87717404,616297.4438,4936869.844,0.259429052,2
12143,12144,8.99E-05,0.038852415,0.018616782,0.003327637,0.000269808,0,0.217285727,0.013490422,0.015199209,0.008094253,8.99E-05,0.096951165,0.576850436,0.009623168,0.001259106,1.634427071,330.9353027,49.22505021,385451.1745,4743970.907,0.800762745,0
12144,12145,0.000719748,0,0,0,0,0,0.644624381,0.037156995,0.307512371,0,0.000449843,0,0,0.00908682,0.000449843,0.553002596,700.9024658,6.627680312,587836.9448,4860975.181,0.062876162,0
12145,12146,0.0077359,0.054960871,0.005756949,0.00116938,0,0.000629666,0.293334533,0.075380049,0.276243591,0.015381848,0.000989476,0.25492489,0.002968427,0.009894756,0.000629666,1.493620038,387.1061707,68.48370364,439209.8947,4680725.354,0.071101109,0
12146,12147,0.000450857,0.0374211,0.012533814,0.010640216,0.001803427,0.004147881,0.324075744,0.028223625,0.076825969,0.001082056,0.00270514,0.439765555,0.045897205,0.012173129,0.002254283,1.212595701,531.9742432,62.03787196,176740.849,4683887.632,0.341692157,0
12147,12148,0.160701439,0.025089928,0.002967626,0.001348921,0.000269784,8.99E-05,0.538938849,0.025899281,0.015197842,0.025899281,0.00692446,0.001348921,0,0.18381295,0.011510791,0.810093284,254.4129028,70.86330935,470832.6713,4889435.679,0.512242705,0
12148,12149,0.153479161,0.050049509,0.011972275,0.000450086,0,0,0.448015123,0.051759834,0.176523539,0.004680889,0.002070393,0.082545684,0,0.015933027,0.002520479,1.543653727,428.4399719,52.11990278,290582.8447,4731321.796,0.167502634,1
12149,12150,0.001531394,0.042969102,0.017115575,0.002522295,0.000540492,0,0.164759932,0,0.010359427,0,0.000360328,0.087109269,0.469957661,0.200792721,0.001981803,1.349432826,113.1668701,53.26847431,205201.3479,4797729.627,0.156919275,0
12150,12151,0,0.027165602,0.085004947,0.354951876,0.532337861,9.00E-05,0.000179905,0,0,0,0.000269857,0,0,0,0,9.455880165,13.4312849,0.179904651,597323.7778,4522611.471,0.854348272,22
12151,12152,0.000629723,0.043990644,0.006207269,0.000899604,9.00E-05,0,0.250899604,0.049388269,0.402213026,0.011514933,0.001529327,0.127024109,0.032565671,0.069899244,0.003148615,1.692397118,481.3780823,45.93978649,360152.9533,4693374.464,0.75424722,1
12152,12153,0.032063406,0.026569396,0.002882104,0.00063046,0.000180131,0.000270197,0.348104116,0.303791768,0.211204179,0.008556246,0.008556246,0.001711249,0,0.046023597,0.009456904,0.752037644,451.2848511,46.59401363,619459.7214,4886273.402,0.504340109,0
12153,12154,0.27208131,0.009084368,0.001079331,0.000179888,0,0,0.388828926,0.091923008,0.039215686,0.003867602,0.003417881,0,0,0.182137075,0.008184925,0.440210581,535.6714478,44.64232176,534078.2245,4879948.846,0.541546707,1
12154,12155,0.000359777,0.072135276,0.011602806,0.001529052,0,0.004047491,0.251663968,0.061791689,0.340528872,0.000809498,0.001349164,0.251663968,0,0.002158662,0.000359777,2.021156549,373.3460693,77.68183726,410749.3958,4655427.133,0.454722621,1
12155,12156,0.340247092,0.040580756,0.032554784,0.006853639,0.001533051,0.003967896,0.120479755,0,0.001262512,0.006402741,0.003607178,0.067724772,0.180719632,0.168815944,0.025250248,2.136932373,193.2783051,41.93344756,176740.849,4785080.517,0.536866638,9
12156,12157,0.002339392,0.053356127,0.044178514,0.017365485,0.002789275,0,0.591236279,0.003509088,0.020064783,0.002519345,0.003689041,0.144502429,0.005848479,0.105362606,0.003239158,3.002038479,152.4605865,89.25679323,603648.3331,4617479.801,0.715522042,2
12157,12158,0.019248066,0.034088865,0.010973197,0.001888829,0.000359777,0.001888829,0.541374348,0.033279367,0.306440007,0.005126821,0.001169275,0.038676021,0,0.004856989,0.00062961,0.866323769,458.9078369,45.15200576,467670.3937,4655427.133,0.913946105,0
12158,12159,0.028324389,0.135658915,0.129397734,0.01013715,0.002385212,0.000298151,0.220930233,0,0.05515802,0.007751938,0.092426953,0.074537865,0.048598688,0.183064997,0.011329756,1.071031451,91.59967041,80.6996621,171517.5067,4794615.722,0.980302211,2
12159,12160,0.003417266,0.047122302,0.002428058,0.000269784,8.99E-05,0,0.525809353,0.020413669,0.367535971,0.00323741,0.005935252,0.009892086,0,0.013309353,0.000539568,1.850008607,337.7145996,47.06235012,543565.0575,4614317.523,0.174944135,0
12160,12161,0.005948089,0.034697188,0.004145638,0.00036049,9.01E-05,0,0.40519106,0.056326604,0.173756309,0.002162942,0.003424658,0.248918529,0.028478731,0.029920692,0.006578947,1.277765155,579.4915771,68.70343667,205201.3479,4699699.02,0.649505661,0
12161,12162,0.108462991,0.070060257,0.045777498,0.018526846,0.002068531,0.002248404,0.114039032,0.435201007,0.114218905,0.013580358,0.011601763,0.005036424,0,0.050454178,0.008723806,0.793997645,303.730072,92.39439998,597323.7778,4851488.347,0.483589339,0
12162,12163,0.000180164,0.05567066,0.002432213,0.000360328,9.01E-05,0,0.63093415,0.025403117,0.130168453,0.00045041,0.000630574,0.153229439,0,0.00045041,0,1.395760298,598.7401733,60.65519623,236824.1245,4674400.799,0.534270057,0
12163,12164,0.010266571,0.039535303,0.004232709,0.001801153,9.01E-05,0.00153098,0.319524496,0.079430836,0.190471902,0.004142651,0.002521614,0.048090778,0.238112392,0.04457853,0.015670029,1.472470999,334.2159424,41.96685879,255797.7904,4721834.963,0.282630945,1
12164,12165,0.000359745,0.067092364,0.04200018,0.01142189,0.003147765,0,0.032556885,0.05342207,0.275384477,0.003327637,0.012680996,0.297328896,0.011511827,0.180411908,0.009353359,3.363876343,122.5419083,80.3429565,584674.6672,4721834.963,0.144869114,3
12165,12166,0,0.05397625,0.033825117,0.0086362,0.002338971,0.000359842,0.25638719,0.00656711,0.006027348,0.008186398,0.001439367,0.187747391,0.337261605,0.091489745,0.005757467,2.230037928,204.1012268,61.77281996,382288.8968,4762944.573,0.071190861,0
12166,12167,0.019879464,0.023837366,0.00539714,0.00116938,0.000269857,0,0.578843213,0.22515067,0.080777188,0.003688045,0.001799047,0.001619142,0,0.056580013,0.000989476,0.391764522,565.5452271,49.86357231,553051.8905,4848326.07,0.475245127,13
12167,12168,0.000539617,0.036693947,0.010252721,0.001438978,0,0,0.436460113,0.009173487,0.040021585,0.001708787,0.002518212,0.375213598,0.040741074,0.044068711,0.00116917,1.514799356,317.8411255,73.11808616,530915.9469,4740808.629,0.080197693,0
12168,12169,0.000719424,0.056115108,0.014748201,0.004676259,0.000629496,0,0.259082734,0.078327338,0.148920863,0.007104317,0.009082734,0.29676259,0.110521583,0.009352518,0.003956835,1.452265859,412.8164368,64.35851319,461345.8384,4721834.963,0.737451412,0
12169,12170,0.003779698,0.045176386,0.001979842,0.000359971,0.000269978,0.000359971,0.473182145,0.027717783,0.242800576,0.005489561,0,0.171526278,0.016558675,0.003329734,0.007469402,1.745364904,467.0158691,53.09575234,319043.3436,4668076.243,0.443764893,0
12170,12171,0.005303371,0.016359551,0.001617978,0.000269663,0,0.000539326,0.294382022,0.362157303,0.166292135,0.025797753,0.005483146,0.000449438,0,0.112988764,0.008359551,0.797867119,420.8768921,55.25093633,594161.5001,4936869.844,0.32783425,0
12171,12172,0.005396654,0.024554776,0.021676561,0.004497212,0,0,0.748336032,0,0.001888829,0.001978773,0.001618996,0.054506206,0.001618996,0.128980032,0.004946933,3.290798187,218.8419342,67.66804581,581512.3895,4614317.523,0.66272936,2
12172,12173,0.003597122,0.019874101,0.004586331,0.00044964,0,0.000539568,0.211690647,0.113039568,0.080845324,0.011241007,0.065827338,0.033543165,0,0.427428058,0.027338129,1.035462379,89.68576813,89.32853717,492968.615,4959005.788,0.554250764,0
12173,12174,0.004684685,0.05018018,0.012252252,0.003243243,0.000810811,0.00045045,0.363153153,0.031621622,0.098918919,0.003063063,0.00045045,0.330540541,0.087297297,0.006936937,0.006396396,1.29113555,559.4151001,72.22222222,221012.7362,4709185.853,0.765506092,11
12174,12175,0,0.014666187,0.012686701,0.008097895,0.000179953,0,0.461220083,0.227370884,0.030502069,0.004318877,0.003509088,0.170415692,0.016285766,0.041029332,0.009717473,1.016418099,88.96283722,50.17695399,628946.5544,4813541.016,0.884102472,0
12175,12176,0.004138179,0.063691976,0.010075567,0.001979129,0,0,0.421554516,0.029237136,0.232277798,0.00224901,0.001889169,0.169305506,0,0.051367398,0.012234617,1.92506814,396.5514832,73.43768742,385451.1745,4696536.742,0.015965887,3
12176,12177,0.005667506,0.077725801,0.080424613,0.043181,0.015743073,0.000719683,0.307574667,0.039222742,0.022400144,0.009715725,0.003958258,0.190356243,0.013763944,0.152392947,0.037153652,1.714084864,130.673233,85.01259446,407587.1181,4794567.35,0.406014045,0
12177,12178,9.01E-05,0.022514409,0.011347262,0.007024496,0.005583573,0.000540346,0.128602305,0,0.010176513,0.00189121,0.000720461,0.062409942,0.720371037,0.027377522,0.001350865,1.810657859,206.1704865,32.09053794,277933.7341,4756620.018,0.431473604,0
12178,12179,0.001709094,0.034271836,0.037959881,0.013043087,0.001349285,0.00152919,0.310605379,0.011154088,0.023027795,0.002158856,0.00386795,0.372942341,0.099397319,0.084375281,0.002608617,1.986222029,85.35513306,84.88501094,603648.3331,4668076.243,0.190982605,3
