"","X","FID","Field1","Species","Method","latitude","longitude","Month","Day","Week","Year","Date","Time","source","FID_allNY1","FID_allNY_10km","duplicate"
"645",1138,1172,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,9,23,37,2018,"9/23/2018","17:49:10.000Z","one-off",8370,8371,FALSE
"646",1139,1378,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,31,21,2018,"5/31/2018","03:20:52.000Z","one-off",8395,8396,FALSE
"647",1140,849,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,15,36,2017,"9/15/2017","13:19:43.000Z","one-off",8411,8412,FALSE
"648",1141,1326,0,"Ursus arctos","iSeeMammals",41.25694,-74.12256,8,18,32,2017,"8/18/2017","22:30:52.000Z","one-off",8422,8423,FALSE
"649",1142,1571,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,16,15,2017,"4/16/2017","21:20:00.000Z","camera",8482,8483,FALSE
"650",1147,1582,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,23,16,2017,"4/23/2017","16:30:00.000Z","camera",8482,8483,FALSE
"651",1150,621,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,5,19,19,2017,"5/19/2017","11:12:00.000Z","camera",8482,8483,FALSE
"652",1151,1584,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,5,1,17,2017,"5/1/2017","18:34:00.000Z","camera",8482,8483,FALSE
"653",1152,1607,0,"Ursus arctos","iSeeMammals",41.30069,-74.0464,5,27,20,2017,"5/27/2017","07:32:00.000Z","camera",8482,8483,FALSE
"654",1153,1608,0,"Ursus arctos","iSeeMammals",41.30069,-74.0464,6,4,22,2017,"6/4/2017","00:07:00.000Z","camera",8482,8483,FALSE
"655",1154,604,0,"Ursus arctos","iSeeMammals",41.19084,-74.17364,8,12,31,2017,"8/12/2017","17:24:00.000Z","camera",8482,8483,FALSE
"656",1158,1600,0,"Ursus arctos","iSeeMammals",41.29552,-74.0893,8,26,33,2017,"8/26/2017","17:45:55.957Z","camera",8482,8483,FALSE
"657",1159,1904,0,"Ursus arctos","iSeeMammals",41.80487,-74.40601,8,3,30,2017,"8/3/2017","21:46:13.634Z","camera",8482,8483,FALSE
"658",1160,1597,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,9,2,34,2017,"9/2/2017","13:23:00.000Z","camera",8482,8483,FALSE
"659",1162,1902,0,"Ursus arctos","iSeeMammals",41.80482,-74.41537,10,23,42,2017,"10/23/2017","23:27:39.053Z","camera",8482,8483,FALSE
"660",1163,1897,0,"Ursus arctos","iSeeMammals",41.80389,-74.41322,7,24,29,2018,"7/24/2018","23:58:15.542Z","camera",8482,8483,FALSE
"661",1164,1896,0,"Ursus arctos","iSeeMammals",41.80382,-74.40905,8,5,30,2018,"8/5/2018","23:51:05.577Z","camera",8482,8483,FALSE
"662",1165,1901,0,"Ursus arctos","iSeeMammals",41.80482,-74.42036,8,23,33,2018,"8/23/2018","12:08:54.323Z","camera",8482,8483,FALSE
"663",1167,1906,0,"Ursus arctos","iSeeMammals",41.80501,-74.40751,8,31,34,2018,"8/31/2018","23:33:39.356Z","camera",8482,8483,FALSE
"664",1171,1891,0,"Ursus arctos","iSeeMammals",41.80238,-74.40838,6,23,24,2018,"6/23/2018","21:47:10.076Z","one-off",8482,8483,FALSE
"665",1172,1960,0,"Ursus arctos","iSeeMammals",41.80868,-74.41283,8,1,30,2018,"8/1/2018","00:13:36.410Z","one-off",8506,8507,FALSE
"666",1173,857,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,18,37,2017,"9/18/2017","16:31:44.000Z","one-off",8511,8512,FALSE
"667",1174,1487,0,"Ursus arctos","iSeeMammals",41.2858,-74.02268,7,1,25,2018,"7/1/2018","12:58:52.381Z"," ",8557,8558,FALSE
"668",1175,1162,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,27,20,2018,"5/27/2018","11:26:48.000Z"," ",8573,8574,FALSE
"669",1176,1168,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,9,14,36,2018,"9/14/2018","22:47:45.000Z"," ",8573,8574,FALSE
"670",1177,2077,0,"Ursus arctos","iSeeMammals",41.96268,-73.77572,9,14,36,2017,"9/14/2017","13:15:06.000Z"," ",8609,8610,FALSE
"671",1178,2079,0,"Ursus arctos","iSeeMammals",41.96527,-73.77789,4,7,13,2018,"4/7/2018","23:42:50.240Z"," ",8609,8610,FALSE
"674",1181,2087,0,"Ursus arctos","iSeeMammals",41.98657,-74.03484,6,15,23,2016,"6/15/2016","14:42:00.000Z","camera",8609,8610,FALSE
"675",1182,2427,0,"Ursus arctos","iSeeMammals",42.32935,-74.36591,8,7,31,2016,"8/7/2016","21:58:04.000Z","camera",8609,8610,FALSE
"676",1184,2117,0,"Ursus arctos","iSeeMammals",42.02112,-76.28119,4,13,14,2017,"4/13/2017","06:58:03.000Z","camera",8609,8610,FALSE
"677",1185,2258,0,"Ursus arctos","iSeeMammals",42.16113,-79.39043,4,30,17,2017,"4/30/2017","00:45:41.000Z","camera",8609,8610,FALSE
"678",1186,2016,0,"Ursus arctos","iSeeMammals",41.87533,-73.85737,5,27,20,2017,"5/27/2017","15:32:39.000Z","camera",8609,8610,FALSE
"679",1187,2037,0,"Ursus arctos","iSeeMammals",41.8911833,-74.375933,5,14,19,2017,"5/14/2017","17:14:58.000Z","camera",8609,8610,FALSE
"680",1194,1910,0,"Ursus arctos","iSeeMammals",41.80512,-74.41114,6,7,22,2017,"6/7/2017","19:38:07.000Z","camera",8609,8610,FALSE
"681",1195,1913,0,"Ursus arctos","iSeeMammals",41.80556,-74.40831,6,22,24,2017,"6/22/2017","18:28:12.000Z","camera",8609,8610,FALSE
"682",1196,1928,0,"Ursus arctos","iSeeMammals",41.80683,-74.41723,6,29,25,2017,"6/29/2017","23:40:28.215Z","camera",8609,8610,FALSE
"683",1201,2095,0,"Ursus arctos","iSeeMammals",42.0067,-78.1673,6,11,23,2017,"6/11/2017","16:00:00.000Z","camera",8609,8610,FALSE
"684",1212,1912,0,"Ursus arctos","iSeeMammals",41.80549,-74.41566,7,6,26,2017,"7/6/2017","23:06:27.266Z","camera",8609,8610,FALSE
"685",1213,1919,0,"Ursus arctos","iSeeMammals",41.8062,-74.40506,7,13,27,2017,"7/13/2017","23:14:39.318Z","camera",8609,8610,FALSE
"686",1216,1965,0,"Ursus arctos","iSeeMammals",41.80902,-74.38582,7,16,28,2017,"7/16/2017","22:16:35.445Z","camera",8609,8610,FALSE
"687",1225,2050,0,"Ursus arctos","iSeeMammals",41.91186,-74.55388,7,23,29,2017,"7/23/2017","20:07:14.592Z","camera",8609,8610,FALSE
"688",1229,2324,0,"Ursus arctos","iSeeMammals",42.21631,-75.39846,7,31,30,2017,"7/31/2017","20:13:00.000Z","camera",8609,8610,FALSE
"689",1234,1998,0,"Ursus arctos","iSeeMammals",41.85507,-73.73619,8,18,32,2017,"8/18/2017","02:42:31.341Z","camera",8609,8610,FALSE
"690",1235,2004,0,"Ursus arctos","iSeeMammals",41.86224,-74.75562,8,9,31,2017,"8/9/2017","17:36:46.490Z","camera",8609,8610,FALSE
"691",1239,2051,0,"Ursus arctos","iSeeMammals",41.91697,-73.99387,8,23,33,2017,"8/23/2017","20:59:57.674Z","camera",8609,8610,FALSE
"692",1243,2220,0,"Ursus arctos","iSeeMammals",42.11825,-73.98649,8,28,34,2017,"8/28/2017","00:36:00.000Z","camera",8609,8610,FALSE
"693",1259,1938,0,"Ursus arctos","iSeeMammals",41.80731,-74.40856,9,17,37,2017,"9/17/2017","23:41:20.863Z","camera",8609,8610,FALSE
"694",1260,1953,0,"Ursus arctos","iSeeMammals",41.80819,-74.40481,9,25,38,2017,"9/25/2017","23:46:06.501Z","camera",8609,8610,FALSE
"695",1265,2144,0,"Ursus arctos","iSeeMammals",42.0491,-78.30014,9,8,35,2017,"9/8/2017","02:48:00.000Z","camera",8609,8610,FALSE
"696",1272,1909,0,"Ursus arctos","iSeeMammals",41.80511,-74.41475,10,31,43,2017,"10/31/2017","23:06:04.102Z","camera",8609,8610,FALSE
"697",1273,1934,0,"Ursus arctos","iSeeMammals",41.80722,-74.413,10,8,40,2017,"10/8/2017","23:22:46.651Z","camera",8609,8610,FALSE
"698",1274,1944,0,"Ursus arctos","iSeeMammals",41.80784,-74.41477,10,28,42,2017,"10/28/2017","00:42:47.346Z","camera",8609,8610,FALSE
"699",1276,1951,0,"Ursus arctos","iSeeMammals",41.80809,-74.41542,10,5,39,2017,"10/5/2017","02:16:42.340Z","camera",8609,8610,FALSE
"700",1284,2099,0,"Ursus arctos","iSeeMammals",42.00735,-78.16582,11,24,46,2017,"11/24/2017","21:19:00.000Z","camera",8609,8610,FALSE
"701",1285,2255,0,"Ursus arctos","iSeeMammals",42.15892,-75.76008,11,10,44,2017,"11/10/2017","04:00:21.000Z","camera",8609,8610,FALSE
"702",1286,2340,0,"Ursus arctos","iSeeMammals",42.2208,-75.39781,11,30,47,2017,"11/30/2017","06:18:26.000Z","camera",8609,8610,FALSE
"703",1287,2081,0,"Ursus arctos","iSeeMammals",41.96976,-74.68016,2,14,6,2018,"2/14/2018","17:00:00.000Z","camera",8609,8610,FALSE
"704",1288,2449,0,"Ursus arctos","iSeeMammals",42.35426,-73.56556,2,27,8,2018,"2/27/2018","20:56:00.000Z","camera",8609,8610,FALSE
"705",1289,2100,0,"Ursus arctos","iSeeMammals",42.00735,-78.16582,3,31,12,2018,"3/31/2018","08:00:00.000Z","camera",8609,8610,FALSE
"706",1290,2241,0,"Ursus arctos","iSeeMammals",42.14425,-76.94551,3,22,11,2018,"3/22/2018","05:53:45.000Z","camera",8609,8610,FALSE
"707",1291,2242,0,"Ursus arctos","iSeeMammals",42.14425,-76.94551,3,13,10,2018,"3/13/2018","04:11:59.000Z","camera",8609,8610,FALSE
"708",1295,2224,0,"Ursus arctos","iSeeMammals",42.12529,-74.40023,4,9,14,2018,"4/9/2018","10:24:32.000Z","camera",8609,8610,FALSE
"709",1296,2382,0,"Ursus arctos","iSeeMammals",42.27385,-77.77599,4,24,16,2018,"4/24/2018","00:11:15.767Z","camera",8609,8610,FALSE
"710",1297,1926,0,"Ursus arctos","iSeeMammals",41.80679,-74.39498,5,29,21,2018,"5/29/2018","23:35:37.322Z","camera",8609,8610,FALSE
"711",1298,1939,0,"Ursus arctos","iSeeMammals",41.80734,-74.41507,5,11,18,2018,"5/11/2018","23:46:24.445Z","camera",8609,8610,FALSE
"712",1299,1946,0,"Ursus arctos","iSeeMammals",41.80791,-74.42144,5,15,19,2018,"5/15/2018","01:06:23.838Z","camera",8609,8610,FALSE
"713",1302,2454,0,"Ursus arctos","iSeeMammals",42.35588,-78.67836,5,3,17,2018,"5/3/2018","04:00:00.000Z","camera",8609,8610,FALSE
"714",1303,1932,0,"Ursus arctos","iSeeMammals",41.8071,-74.42137,6,15,23,2018,"6/15/2018","01:36:33.225Z","camera",8609,8610,FALSE
"715",1304,1933,0,"Ursus arctos","iSeeMammals",41.80712,-74.42196,6,20,24,2018,"6/20/2018","00:18:04.297Z","camera",8609,8610,FALSE
"716",1307,1957,0,"Ursus arctos","iSeeMammals",41.80841,-74.419,6,5,22,2018,"6/5/2018","08:30:02.000Z","camera",8609,8610,FALSE
"717",1313,1915,0,"Ursus arctos","iSeeMammals",41.80587,-74.40828,7,21,28,2018,"7/21/2018","19:36:46.568Z","camera",8609,8610,FALSE
"718",1314,1924,0,"Ursus arctos","iSeeMammals",41.80669,-74.40918,7,28,29,2018,"7/28/2018","19:32:57.000Z","camera",8609,8610,FALSE
"719",1323,2158,0,"Ursus arctos","iSeeMammals",42.06544,-77.36717,7,30,30,2018,"7/30/2018","09:59:00.000Z","camera",8609,8610,FALSE
"720",1325,2247,0,"Ursus arctos","iSeeMammals",42.14785,-76.5133,7,9,27,2018,"7/9/2018","10:12:57.000Z","camera",8609,8610,FALSE
"721",1329,1907,0,"Ursus arctos","iSeeMammals",41.80501,-74.40751,8,31,34,2018,"8/31/2018","23:33:39.356Z","camera",8609,8610,FALSE
"722",1333,1940,0,"Ursus arctos","iSeeMammals",41.80755,-74.42088,8,11,31,2018,"8/11/2018","01:31:11.313Z","camera",8609,8610,FALSE
"723",1334,1952,0,"Ursus arctos","iSeeMammals",41.80811,-74.42147,8,20,33,2018,"8/20/2018","19:26:11.000Z","camera",8609,8610,FALSE
"724",1335,1975,0,"Ursus arctos","iSeeMammals",41.81066,-74.40523,8,15,32,2018,"8/15/2018","00:01:03.436Z","camera",8609,8610,FALSE
"725",1351,1914,0,"Ursus arctos","iSeeMammals",41.80571,-74.40944,9,11,36,2018,"9/11/2018","23:48:13.525Z","camera",8609,8610,FALSE
"726",1352,1949,0,"Ursus arctos","iSeeMammals",41.80799,-74.40878,9,3,35,2018,"9/3/2018","17:47:17.207Z","camera",8609,8610,FALSE
"727",1353,2359,0,"Ursus arctos","iSeeMammals",42.24437,-78.70098,9,19,37,2018,"9/19/2018","12:54:00.000Z","camera",8609,8610,FALSE
"728",1356,2368,0,"Ursus arctos","iSeeMammals",42.2501,-73.97821,9,29,38,2018,"9/29/2018","19:05:51.589Z","camera",8609,8610,FALSE
"729",1359,2043,0,"Ursus arctos","iSeeMammals",41.89832,-74.27539,10,25,42,2018,"10/25/2018","12:00:23.000Z","camera",8609,8610,FALSE
"730",1360,2308,0,"Ursus arctos","iSeeMammals",42.19643,-73.70974,10,30,43,2018,"10/30/2018","14:13:02.000Z","camera",8609,8610,FALSE
"731",1361,2342,0,"Ursus arctos","iSeeMammals",42.22434,-73.82928,10,10,40,2018,"10/10/2018","19:00:04.000Z","camera",8609,8610,FALSE
"732",1362,2367,0,"Ursus arctos","iSeeMammals",42.24689,-73.45786,10,16,41,2018,"10/16/2018","14:20:00.000Z","camera",8609,8610,FALSE
"733",1363,2245,0,"Ursus arctos","iSeeMammals",42.14439,-76.94549,11,22,46,2018,"11/22/2018","23:06:41.000Z","camera",8609,8610,FALSE
"734",1364,2447,0,"Ursus arctos","iSeeMammals",42.35274,-77.8274,12,8,48,2018,"12/8/2018","16:24:00.000Z","camera",8609,8610,FALSE
"811",1516,676,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,4,27,16,2017,"4/27/2017","23:54:31.000Z","one-off",8647,8648,FALSE
"812",1517,375,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,3,35,2017,"9/3/2017","04:30:20.000Z","one-off",8652,8653,FALSE
"813",1518,498,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,7,18,2018,"5/7/2018","12:47:51.000Z"," ",8662,8663,FALSE
"814",1519,494,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,1,17,2018,"5/1/2018","01:34:34.000Z","one-off",8662,8663,FALSE
"815",1520,1056,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","22:55:42.000Z","hike",8676,8677,FALSE
"816",1525,402,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,24,11,2018,"3/24/2018","05:45:19.000Z"," ",8701,8702,FALSE
"817",1526,404,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,28,12,2018,"3/28/2018","01:36:46.000Z","one-off",8701,8702,FALSE
"818",1527,1402,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,7,22,2018,"6/7/2018","22:56:55.000Z","one-off",8711,8712,FALSE
"819",1528,1113,0,"Ursus arctos","iSeeMammals",41.22838,-74.09261,10,1,39,2018,"10/1/2018","19:23:58.000Z"," ",8714,8715,FALSE
"820",1529,1397,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,1,21,2018,"6/1/2018","14:05:56.000Z","one-off",8782,8783,FALSE
"821",1531,458,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:49:27.000Z","one-off",8809,8810,FALSE
"822",1533,2410,0,"Ursus arctos","iSeeMammals",42.29696,-76.65563,6,5,22,2018,"6/5/2018","11:36:21.000Z","camera",8837,8838,FALSE
"823",1534,2388,0,"Ursus arctos","iSeeMammals",42.27832,-76.65446,7,18,28,2018,"7/18/2018","00:37:26.000Z","camera",8837,8838,FALSE
"824",1535,2389,0,"Ursus arctos","iSeeMammals",42.27832,-76.65446,8,19,32,2018,"8/19/2018","05:39:43.000Z","camera",8837,8838,FALSE
"825",1536,2390,0,"Ursus arctos","iSeeMammals",42.27832,-76.65446,9,1,34,2018,"9/1/2018","20:45:04.000Z","camera",8837,8838,FALSE
"826",1537,2391,0,"Ursus arctos","iSeeMammals",42.27832,-76.65446,10,1,39,2018,"10/1/2018","19:59:20.000Z","camera",8837,8838,FALSE
"830",1542,213,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,16,36,2017,"9/16/2017","22:16:21.000Z"," ",8854,8855,FALSE
"831",1543,308,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,16,23,2017,"6/16/2017","07:22:51.000Z","one-off",8854,8855,FALSE
"834",1546,1665,0,"Ursus arctos","iSeeMammals",41.33134,-74.06852,5,5,17,2018,"5/5/2018","23:42:28.000Z","one-off",8860,8861,FALSE
"835",1547,400,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,17,37,2017,"9/17/2017","13:18:14.000Z"," ",8865,8866,FALSE
"836",1548,376,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,3,35,2017,"9/3/2017","04:29:38.000Z","camera",8865,8866,FALSE
"837",1556,396,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,24,38,2017,"9/24/2017","03:08:34.000Z","camera",8865,8866,FALSE
"838",1560,2386,0,"Ursus arctos","iSeeMammals",42.27832,-76.65446,6,25,25,2018,"6/25/2018","23:14:43.000Z","one-off",8873,8874,FALSE
"839",1562,17,0,"Ursus arctos","iSeeMammals",41.16324,-73.67371,8,11,31,2017,"8/11/2017","12:00:00.000Z"," ",8884,8885,FALSE
"840",1563,369,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,7,23,29,2017,"7/23/2017","22:42:00.000Z","camera",8884,8885,FALSE
"841",1564,370,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,7,31,30,2017,"7/31/2017","12:14:00.000Z","camera",8884,8885,FALSE
"842",1565,553,0,"Ursus arctos","iSeeMammals",41.18939,-74.07897,7,19,28,2017,"7/19/2017","13:45:00.000Z","camera",8884,8885,FALSE
"843",1573,377,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,3,35,2017,"9/3/2017","04:30:00.000Z","camera",8884,8885,FALSE
"844",1574,378,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,9,2,34,2017,"9/2/2017","22:57:00.000Z","camera",8884,8885,FALSE
"845",1585,555,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,11,4,43,2017,"11/4/2017","23:11:00.000Z","camera",8884,8885,FALSE
"846",1592,562,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,11,7,44,2017,"11/7/2017","14:17:00.000Z","camera",8884,8885,FALSE
"847",1593,520,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,23,16,2018,"4/23/2018","10:09:00.000Z","camera",8884,8885,FALSE
"848",1594,523,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,30,17,2018,"4/30/2018","02:55:00.000Z","camera",8884,8885,FALSE
"849",1596,501,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,9,18,2018,"5/9/2018","06:19:00.000Z","camera",8884,8885,FALSE
"850",1598,511,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,18,19,2018,"5/18/2018","04:59:00.000Z","camera",8884,8885,FALSE
"851",1600,518,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,22,20,2018,"5/22/2018","14:09:00.000Z","camera",8884,8885,FALSE
"853",1623,1892,0,"Ursus arctos","iSeeMammals",41.80269,-74.40396,5,29,21,2018,"5/29/2018","23:48:19.821Z"," ",8944,8945,FALSE
"854",1624,2244,0,"Ursus arctos","iSeeMammals",42.14438,-76.94546,3,3,8,2018,"3/3/2018","13:01:54.000Z","one-off",8974,8975,FALSE
"855",1625,1160,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,24,20,2018,"5/24/2018","01:46:50.000Z"," ",9001,9002,FALSE
"856",1626,1171,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,9,14,36,2018,"9/14/2018","22:47:57.000Z","one-off",9001,9002,FALSE
"858",1628,2025,0,"Ursus arctos","iSeeMammals",41.88421,-74.53714,7,23,29,2017,"7/23/2017","15:54:48.817Z","one-off",9005,9006,FALSE
"859",1629,1167,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,9,17,37,2018,"9/17/2018","12:45:58.000Z"," ",9009,9010,FALSE
"860",1630,1641,0,"Ursus arctos","iSeeMammals",41.30876,-74.0778,8,26,33,2017,"8/26/2017","14:04:33.258Z"," ",9018,9019,FALSE
"861",1631,2594,0,"Ursus arctos","iSeeMammals",42.57936,-77.34814,10,14,40,2017,"10/14/2017","23:10:00.000Z","camera",9064,9065,FALSE
"862",1632,2591,0,"Ursus arctos","iSeeMammals",42.57859,-77.34577,10,5,39,2018,"10/5/2018","00:37:00.000Z","camera",9064,9065,FALSE
"863",1635,2595,0,"Ursus arctos","iSeeMammals",42.57938,-77.34785,8,24,33,2017,"8/24/2017","10:22:00.000Z","one-off",9064,9065,FALSE
"864",1636,2597,0,"Ursus arctos","iSeeMammals",42.57942,-77.34801,10,21,41,2017,"10/21/2017","22:51:00.000Z","one-off",9064,9065,FALSE
"865",1637,2589,0,"Ursus arctos","iSeeMammals",42.57816,-77.34716,12,2,47,2017,"12/2/2017","02:23:00.000Z","one-off",9064,9065,FALSE
"866",1638,2598,0,"Ursus arctos","iSeeMammals",42.57942,-77.34762,9,19,37,2018,"9/19/2018","11:05:00.000Z","one-off",9064,9065,FALSE
"867",1639,2605,0,"Ursus arctos","iSeeMammals",42.57965,-77.34595,9,4,35,2018,"9/4/2018","11:11:00.000Z","one-off",9064,9065,FALSE
"868",1640,2599,0,"Ursus arctos","iSeeMammals",42.57943,-77.34786,10,23,42,2018,"10/23/2018","23:47:00.000Z","one-off",9064,9065,FALSE
"872",1644,418,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:49:27.000Z"," ",9138,9139,FALSE
"874",1646,411,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,27,12,2018,"3/27/2018","06:28:03.000Z"," ",9174,9175,FALSE
"875",1652,427,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:47.000Z"," ",9174,9175,FALSE
"876",1659,1375,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,7,22,2018,"6/7/2018","22:57:08.000Z","one-off",9208,9209,FALSE
"877",1660,1095,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:43:43.000Z","one-off",9210,9211,FALSE
"878",1661,1102,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,10,40,2017,"10/10/2017","13:44:56.000Z","one-off",9210,9211,FALSE
"879",1662,2267,0,"Ursus arctos","iSeeMammals",42.17489,-78.47785,9,23,37,2017,"9/23/2017","14:14:48.335Z","one-off",9222,9223,FALSE
"880",1663,1004,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:34:46.000Z","one-off",9303,9304,FALSE
"882",1666,7,0,"Ursus arctos","iSeeMammals",41.14311,-73.74832,8,31,34,2017,"8/31/2017","12:33:00.000Z"," ",9325,9326,FALSE
"883",1667,440,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:46.000Z"," ",9339,9340,FALSE
"884",1668,442,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z"," ",9339,9340,FALSE
"885",1669,590,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,8,29,34,2018,"8/29/2018","20:12:21.000Z","one-off",9349,9350,FALSE
"886",1670,311,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,13,23,2017,"6/13/2017","12:23:53.000Z","one-off",9370,9371,FALSE
"887",1673,1925,0,"Ursus arctos","iSeeMammals",41.80673,-74.41627,6,29,25,2017,"6/29/2017","23:59:49.005Z","one-off",9439,9440,FALSE
"888",1674,1920,0,"Ursus arctos","iSeeMammals",41.80625,-74.40551,7,22,28,2017,"7/22/2017","21:57:47.508Z","one-off",9439,9440,FALSE
"889",1675,1941,0,"Ursus arctos","iSeeMammals",41.80761,-74.4113,8,3,30,2017,"8/3/2017","21:34:58.833Z","one-off",9439,9440,FALSE
"890",1676,1908,0,"Ursus arctos","iSeeMammals",41.80506,-74.41751,9,5,35,2017,"9/5/2017","20:29:09.668Z","one-off",9439,9440,FALSE
"891",1677,1931,0,"Ursus arctos","iSeeMammals",41.80695,-74.40883,9,17,37,2017,"9/17/2017","23:48:03.515Z","one-off",9439,9440,FALSE
"892",1678,1911,0,"Ursus arctos","iSeeMammals",41.80543,-74.41434,10,2,39,2017,"10/2/2017","23:37:48.043Z","one-off",9439,9440,FALSE
"893",1679,1918,0,"Ursus arctos","iSeeMammals",41.80611,-74.41482,10,28,42,2017,"10/28/2017","00:53:55.883Z","one-off",9439,9440,FALSE
"894",1680,1923,0,"Ursus arctos","iSeeMammals",41.80666,-74.41299,5,23,20,2018,"5/23/2018","23:56:56.843Z","one-off",9439,9440,FALSE
"895",1681,1610,0,"Ursus arctos","iSeeMammals",41.30069,-74.0464,6,3,21,2017,"6/3/2017","21:40:00.000Z"," ",9478,9479,FALSE
"896",1682,622,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,5,19,19,2017,"5/19/2017","11:15:17.000Z","one-off",9499,9500,FALSE
"897",1683,616,0,"Ursus arctos","iSeeMammals",41.20042,-74.17953,4,8,13,2018,"4/8/2018","14:19:54.000Z","one-off",9499,9500,FALSE
"898",1685,455,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z","one-off",9522,9523,FALSE
"899",1686,1242,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,5,2,17,2018,"5/2/2018","20:26:59.000Z"," ",9523,9524,FALSE
"900",1687,582,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,8,35,2018,"9/8/2018","10:48:38.000Z","one-off",9531,9532,FALSE
"901",1688,291,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,20,37,2017,"9/20/2017","22:19:33.000Z","camera",9541,9542,FALSE
"902",1690,1156,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,27,20,2018,"5/27/2018","11:25:49.000Z","one-off",9552,9553,FALSE
"903",1691,603,0,"Ursus arctos","iSeeMammals",41.19084,-74.17364,8,12,31,2017,"8/12/2017","17:18:00.000Z","one-off",9554,9555,FALSE
"904",1692,1449,0,"Ursus arctos","iSeeMammals",41.26946,-74.10405,6,10,22,2018,"6/10/2018","22:17:25.000Z"," ",9588,9589,FALSE
"905",1693,493,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,6,17,2018,"5/6/2018","01:56:11.000Z"," ",9596,9597,FALSE
"906",1694,1531,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","23:03:00.000Z","one-off",9634,9635,FALSE
"907",1696,2430,0,"Ursus arctos","iSeeMammals",42.33024,-74.36553,5,19,19,2018,"5/19/2018","10:24:33.000Z"," ",9652,9653,FALSE
"909",1698,521,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,23,16,2018,"4/23/2018","10:10:25.000Z"," ",9721,9722,FALSE
